Umsatz (ohne Soll/Haben-Kz);Soll/Haben-Kennzeichen;WKZ Umsatz;Kurs;Basis-Umsatz;WKZ Basis-Umsatz;Konto;Gegenkonto (ohne BU-Schlüssel);BU-Schlüssel;Belegdatum;Belegfeld 1;Belegfeld 2;Skonto;Buchungstext;Postensperre;Diverse Adressnummer;Geschäftspartnerbank;Sachverhalt;Zinssperre;Beleglink;Beleginfo - Art 1;Beleginfo - Inhalt 1;Beleginfo - Art 2;Beleginfo - Inhalt 2;Beleginfo - Art 3;Beleginfo - Inhalt 3;Beleginfo - Art 4;Beleginfo - Inhalt 4;Beleginfo - Art 5;Beleginfo - Inhalt 5;Beleginfo - Art 6;Beleginfo - Inhalt 6;Beleginfo - Art 7;Beleginfo - Inhalt 7;Beleginfo - Art 8;Beleginfo - Inhalt 8;KOST1 - Kostenstelle;KOST2 - Kostenstelle;Kost-Menge;EU-Land u. UStID;EU-Steuersatz;Abw. Versteuerungsart;Sachverhalt L+L;Funktionsergänzung L+L;BU 49 Hauptfunktionstyp;BU 49 Hauptfunktionsnummer;BU 49 Funktionsergänzung;Zusatzinformation - Art 1;Zusatzinformation- Inhalt 1;Zusatzinformation - Art 2;Zusatzinformation- Inhalt 2;Zusatzinformation - Art 3;Zusatzinformation- Inhalt 3;Zusatzinformation - Art 4;Zusatzinformation- Inhalt 4;Zusatzinformation - Art 5;Zusatzinformation- Inhalt 5;Zusatzinformation - Art 6;Zusatzinformation- Inhalt 6;Zusatzinformation - Art 7;Zusatzinformation- Inhalt 7;Zusatzinformation - Art 8;Zusatzinformation- Inhalt 8;Zusatzinformation - Art 9;Zusatzinformation- Inhalt 9;Zusatzinformation - Art 10;Zusatzinformation- Inhalt 10;Zusatzinformation - Art 11;Zusatzinformation- Inhalt 11;Zusatzinformation - Art 12;Zusatzinformation- Inhalt 12;Zusatzinformation - Art 13;Zusatzinformation- Inhalt 13;Zusatzinformation - Art 14;Zusatzinformation- Inhalt 14;Zusatzinformation - Art 15;Zusatzinformation- Inhalt 15;Zusatzinformation - Art 16;Zusatzinformation- Inhalt 16;Zusatzinformation - Art 17;Zusatzinformation- Inhalt 17;Zusatzinformation - Art 18;Zusatzinformation- Inhalt 18;Zusatzinformation - Art 19;Zusatzinformation- Inhalt 19;Zusatzinformation - Art 20;Zusatzinformation- Inhalt 20;Stück;Gewicht;Zahlweise;Forderungsart;Veranlagungsjahr;Zugeordnete Fälligkeit;Skontotyp;Auftragsnummer;Buchungstyp;Ust-Schlüssel (Anzahlungen);EU-Land (Anzahlungen);Sachverhalt L+L (Anzahlungen);EU-Steuersatz (Anzahlungen);Erlöskonto (Anzahlungen);Herkunft-Kz;Buchungs GUID;KOST-Datum;Mandatsreferenz;Skontosperre;Gesellschaftername;Beteiligtennummer;Identifikationsnummer;Zeichnernummer;Postensperre bis;BezeichnungSoBil-Sachverhalt;KennzeichenSoBil-Buchung;Festschreibung;Leistungsdatum;Datum Zuord. Steuerperiode;Netto;Umsatzsteuer;Leistungsdatum
0,08;"S";"";;;"";4964;70013;"";3011;"";;;"CircleCi";;"";;;;BEDI ""326738a2-1b87-50a3-9812-5110760dcd27"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"30112019";"Kundennummer";"1022";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;30112019;;;;
5,00;"H";"";;;"";10002;4970;"";2911;"29112019-fidor";;;"Kontofuehrung";;"";;;;;"Beschreibung";"Fidor Bank AG";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"5,00";"Steuerbetrag";"0,00";"Leistungsdatum";"29112019";"Kundennummer";"1024";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29112019;;;;;;;;;;0;29112019;29112019;;;;
18,92;"H";"";;;"";70000;4964;"9";2811;"92019-121803";;;"";;"";;;;BEDI ""66d56702-7d50-5254-ac6f-0ebf69ae2662"";"Beschreibung";"sevDesk GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"15,90";"Steuerbetrag";"3,02";"Leistungsdatum";"28112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02122019;;;;;;;;;;0;28112019;28112019;;;;
6,81;"H";"";;;"";70022;4964;"9";2311;"2102-2780";;;"";;"";;;;BEDI ""309c9930-b19b-5c12-bf83-b5a3b528a683"";"Beschreibung";"ZEIT Inc";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"5,72";"Steuerbetrag";"1,09";"Leistungsdatum";"23112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23112019;;;;;;;;;;0;23112019;23112019;;;;
0,01;"S";"";;;"";4964;70022;"9";2311;"";;;"ZEIT Inc";;"";;;;BEDI ""309c9930-b19b-5c12-bf83-b5a3b528a683"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"23112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;23112019;;;;
4,86;"H";"";;;"";70023;4673;"8";2011;"OTA2Mjc4";;;"Fahrt zu AWS Accelerate Meeting";;"";;;;BEDI ""cabea789-7659-5e46-96e1-215d200d80e9"";"Beschreibung";"r Verkehrsbetriebe BVG";"Umsatzsteuerprozent";"7";"Name";"";;;"Nettobetrag";"4,54";"Steuerbetrag";"0,32";"Leistungsdatum";"20112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;20112019;20112019;;;;
48,70;"H";"";;;"";70024;4650;"9";2011;"AIK137126";;;"Marc Höffl Leonardo Lanzinger Design Konzept und Potenziell";;"";;;;BEDI ""e1645c99-1a48-5438-b258-85ca3087a706"";"Beschreibung";"Aiko Izakaya";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"40,92";"Steuerbetrag";"7,78";"Leistungsdatum";"20112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;20112019;20112019;;;;
13,87;"H";"";;;"";4650;4654;"";2011;"AIK137126";;;"Marc Höffl Leonardo Lanzinger Design Konzept und Potenziell";;"";;;;BEDI ""e1645c99-1a48-5438-b258-85ca3087a706"";"Beschreibung";"Aiko Izakaya";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"40,92";"Steuerbetrag";"-27,05";"Leistungsdatum";"20112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;20112019;20112019;;;;
5,30;"H";"";;;"";70024;4650;"";2011;"AIK137126";;;"Marc Höffl Leonardo Lanzinger Design Konzept und Potenziell";;"";;;;BEDI ""e1645c99-1a48-5438-b258-85ca3087a706"";"Beschreibung";"Aiko Izakaya";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"40,92";"Steuerbetrag";"-35,62";"Leistungsdatum";"20112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;20112019;20112019;;;;
526,40;"H";"";;;"";70025;4664;"";1711;"nyc210919";;;"New York Verpflegungsmehraufwand  10583939  810";;"";;;;;"Beschreibung";"Verpflegungsaufwand";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"526,40";"Steuerbetrag";"0,00";"Leistungsdatum";"17112019";"Kundennummer";"1021";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18112019;;;;;;;;;;0;17112019;17112019;;;;
18,10;"H";"";;;"";70020;4964;"";1711;"in1FX3m4CcKIYJxALVFCoVIILn";;;"";;"";;;;BEDI ""8eb8bc94-5995-5bc4-9184-28aa87c538e6"";"Beschreibung";"Notion Labs Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"18,10";"Steuerbetrag";"0,00";"Leistungsdatum";"17112019";"Kundennummer";"1015";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24102019;;;;;;;;;;0;17112019;17112019;;;;
0,13;"H";"";;;"";4964;70020;"";1711;"";;;"Notion Labs Inc";;"";;;;BEDI ""8eb8bc94-5995-5bc4-9184-28aa87c538e6"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"17112019";"Kundennummer";"1015";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;17112019;;;;
1773,00;"H";"";;;"";10004;1780;"";1511;"ustv-4vj";;;"";;"";;;;;"Beschreibung";"Finanzamt Weinheim";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"1773,00";"Steuerbetrag";"0,00";"Leistungsdatum";"15112019";"Kundennummer";"1019";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15112019;;;;;;;;;;0;15112019;15112019;;;;
89,84;"H";"";;;"";70009;4964;"";1311;"8E706795-0006";;;"";;"";;;;BEDI ""8f1d3862-f7dc-5c07-85ee-b209f5057502"";"Beschreibung";"Nylas";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"89,84";"Steuerbetrag";"0,00";"Leistungsdatum";"13112019";"Kundennummer";"1014";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13112019;;;;;;;;;;0;13112019;13112019;;;;
0,07;"S";"";;;"";4964;70009;"";1311;"";;;"Nylas";;"";;;;BEDI ""8f1d3862-f7dc-5c07-85ee-b209f5057502"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"13112019";"Kundennummer";"1014";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;13112019;;;;
78,00;"H";"";;;"";70026;4674;"";1211;"19-11-paris-verpflegung";;;"Paris YC Anreise  Abreise";;"";;;;;"Beschreibung";"Verpflegungsaufwand";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"78,00";"Steuerbetrag";"0,00";"Leistungsdatum";"12112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;12112019;12112019;;;;
58,00;"H";"";;;"";70026;4674;"";1211;"19-11-paris-verpflegung";;;"Paris YC Full Day";;"";;;;;"Beschreibung";"Verpflegungsaufwand";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"58,00";"Steuerbetrag";"0,00";"Leistungsdatum";"12112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;12112019;12112019;;;;
3254,62;"H";"";;;"";70017;1770;"";1211;"UMSSTSEP19";;;"Lastschrift Finanzamt Weinheim IBAN DE72660000000067001502 B";;"";;;;;"Beschreibung";"Absender Finanzamt Weinheim IBAN DE72660000000067001502 BIC MARKDEF1660";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"3254,62";"Steuerbetrag";"0,00";"Leistungsdatum";"12112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12112019;;;;;;;;;;0;12112019;12112019;;;;
27,00;"H";"";;;"";70004;4964;"";0911;"857EFEE6-0002";;;"";;"";;;;BEDI ""c859555a-f905-57fc-8156-02b0ce226d87"";"Beschreibung";"Superhuman Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"27,00";"Steuerbetrag";"0,00";"Leistungsdatum";"09112019";"Kundennummer";"1020";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09112019;;;;;;;;;;0;09112019;09112019;;;;
0,23;"S";"";;;"";4964;70004;"";0911;"";;;"Superhuman Inc";;"";;;;BEDI ""c859555a-f905-57fc-8156-02b0ce226d87"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"09112019";"Kundennummer";"1020";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;09112019;;;;
119,00;"H";"";;;"";70007;4210;"9";0811;"29646";;;"";;"";;;;BEDI ""8716195b-0ea4-5120-be10-7a5b92716bfe"";"Beschreibung";"Factory Works GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"100,00";"Steuerbetrag";"19,00";"Leistungsdatum";"08112019";"Kundennummer";"1004";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06112019;;;;;;;;;;0;08112019;08112019;;;;
3,98;"H";"";;;"";70010;4673;"9";0711;"71119-297193";;;"Airport - Home YC Interview";;"";;;;BEDI ""40738ea3-59d2-527e-b28e-fd09c16bf25d"";"Beschreibung";"UMI Urban Mobiblity International GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"3,34";"Steuerbetrag";"0,64";"Leistungsdatum";"07112019";"Kundennummer";"1017";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;07112019;07112019;;;;
63,50;"H";"";;;"";70027;4650;"";0611;"9334-16699";;;"Lunch nach YC Interview Daniel Dinh Marc Hoeffl Dave Jeffery";;"";;;;BEDI ""a9371582-778b-5955-b76f-5095009dc7a4"";"Beschreibung";"Favorite";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"63,50";"Steuerbetrag";"0,00";"Leistungsdatum";"06112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;06112019;06112019;;;;
19,05;"H";"";;;"";4650;4654;"";0611;"9334-16699";;;"Lunch nach YC Interview Daniel Dinh Marc Hoeffl Dave Jeffery";;"";;;;BEDI ""a9371582-778b-5955-b76f-5095009dc7a4"";"Beschreibung";"Favorite";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"63,50";"Steuerbetrag";"-44,45";"Leistungsdatum";"06112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;06112019;06112019;;;;
6,89;"H";"";;;"";70010;4673;"9";0511;"51119-291000";;;"Home - Airport for YC Interview";;"";;;;BEDI ""26d8bd15-f571-549e-9e76-388b58c0a744"";"Beschreibung";"UMI Urban Mobiblity International GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"5,79";"Steuerbetrag";"1,10";"Leistungsdatum";"05112019";"Kundennummer";"1017";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;05112019;05112019;;;;
25,70;"H";"";;;"";70028;4650;"9";0411;"TF6ZPHP64M";;;"Pitch Training YC Lunch";;"";;;;BEDI ""1a85b51e-4442-5a20-8a9b-9b1978d91938"";"Beschreibung";"HE0 Restaurant";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"21,60";"Steuerbetrag";"4,10";"Leistungsdatum";"04112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;04112019;04112019;;;;
2,30;"H";"";;;"";70028;4650;"";0411;"TF6ZPHP64M";;;"Pitch Training YC Lunch";;"";;;;BEDI ""1a85b51e-4442-5a20-8a9b-9b1978d91938"";"Beschreibung";"HE0 Restaurant";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"21,60";"Steuerbetrag";"-19,30";"Leistungsdatum";"04112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;04112019;04112019;;;;
1000,00;"H";"";;;"";70012;640;"";0111;"Contract-001";;;"";;"";;;;BEDI ""5817f457-cfc8-580b-afc4-ef7b3731a0a3"";"Beschreibung";"Herr Marc Höffl";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"1000,00";"Steuerbetrag";"0,00";"Leistungsdatum";"01112019";"Kundennummer";"1008";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07112019;;;;;;;;;;0;01112019;01112019;;;;
279,00;"H";"";;;"";70003;4985;"9";0111;"AA80098504";;;"Airpods";;"";;;;BEDI ""8aa935d3-d391-5436-acd8-b2cc55cee2bb"";"Beschreibung";"Apple Distribution International";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"234,45";"Steuerbetrag";"44,55";"Leistungsdatum";"01112019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04112019;;;;;;;;;;0;01112019;01112019;;;;
18,92;"H";"";;;"";70000;4964;"9";2810;"92019-108321";;;"";;"";;;;BEDI ""c4eed57b-693c-54b8-9203-6c6054c9881d"";"Beschreibung";"sevDesk GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"15,90";"Steuerbetrag";"3,02";"Leistungsdatum";"28102019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30102019;;;;;;;;;;0;28102019;28102019;;;;
8,13;"H";"";;;"";70001;4673;"9";2710;"1375631-007218";;;"Sonntag Zur Factory Mock interviews";;"";;;;BEDI ""9c1a631b-0be4-5275-9d53-f6a5285807ce"";"Beschreibung";"Intelligent Apps GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"6,83";"Steuerbetrag";"1,30";"Leistungsdatum";"27102019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;27102019;27102019;;;;
7,25;"H";"";;;"";70002;4964;"";2310;"2389-6683";;;"";;"";;;;BEDI ""e83115be-0a06-5c66-8fd0-ab7a4f51661e"";"Beschreibung";"ZEIT Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"7,25";"Steuerbetrag";"0,00";"Leistungsdatum";"23102019";"Kundennummer";"1016";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24102019;;;;;;;;;;0;23102019;23102019;;;;
0,01;"H";"";;;"";4964;70002;"";2310;"";;;"ZEIT Inc";;"";;;;BEDI ""e83115be-0a06-5c66-8fd0-ab7a4f51661e"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"23102019";"Kundennummer";"1016";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;23102019;;;;
6,00;"H";"";;;"";70001;4673;"9";1610;"1363561-000012";;;"Taxi von HTGF VC - Factory";;"";;;;BEDI ""b51ef926-5b8a-5fa5-a937-62475d70440d"";"Beschreibung";"Intelligent Apps GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"5,04";"Steuerbetrag";"0,96";"Leistungsdatum";"16102019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;16102019;16102019;;;;
849,00;"H";"";;;"";70003;4985;"9";1310;"AA79357511";;;"iPhone 11";;"";;;;BEDI ""d3c178b8-7d42-5aca-9172-ef826dd7dc29"";"Beschreibung";"Apple Distribution International";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"713,45";"Steuerbetrag";"135,55";"Leistungsdatum";"13102019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15102019;;;;;;;;;;0;13102019;13102019;;;;
27,16;"H";"";;;"";70004;4964;"";0910;"CB5DE2D-0001";;;"";;"";;;;BEDI ""0073636e-25ad-5f88-8c2d-02e40bb0dd26"";"Beschreibung";"Superhuman Inc";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"27,16";"Steuerbetrag";"0,00";"Leistungsdatum";"09102019";"Kundennummer";"1020";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09102019;;;;;;;;;;0;09102019;09102019;;;;
0,22;"S";"";;;"";4964;70004;"";0910;"";;;"Superhuman Inc";;"";;;;BEDI ""0073636e-25ad-5f88-8c2d-02e40bb0dd26"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"09102019";"Kundennummer";"1020";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;09102019;;;;
30,00;"H";"";;;"";70005;4650;"9";0910;"16252";;;"Abgabe BSS Anmeldung";;"";;;;BEDI ""7a1c9469-723f-5e15-8175-377b0deeb03d"";"Beschreibung";"COZYMAZU";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"25,21";"Steuerbetrag";"4,79";"Leistungsdatum";"09102019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24112019;;;;;;;;;;0;09102019;09102019;;;;
0,20;"H";"";;;"";70006;4964;"";0610;"383657660157-2";;;"";;"";;;;BEDI ""ef636b95-503f-5b15-ba6e-d2c3764eba48"";"Beschreibung";"Google Cloud";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"0,20";"Steuerbetrag";"0,00";"Leistungsdatum";"06102019";"Kundennummer";"1018";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03092019;;;;;;;;;;0;06102019;06102019;;;;
0,01;"H";"";;;"";4964;70006;"";0610;"";;;"Google Cloud";;"";;;;BEDI ""ef636b95-503f-5b15-ba6e-d2c3764eba48"";"Beschreibung";"";"Umsatzsteuerprozent";"";"Name";"";;;"Nettobetrag";"";"Steuerbetrag";"";"Leistungsdatum";"06102019";"Kundennummer";"1018";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;06102019;;;;
0,06;"H";"";;;"";70006;4964;"";0610;"383657660157-1";;;"";;"";;;;BEDI ""26b56e2d-f4d1-5079-aa76-21ad66ebdec0"";"Beschreibung";"Google Cloud";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"0,06";"Steuerbetrag";"0,00";"Leistungsdatum";"06102019";"Kundennummer";"1018";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12082019;;;;;;;;;;0;06102019;06102019;;;;
50,00;"H";"";;;"";70006;4964;"";0610;"3836-5766-0157";;;"";;"";;;;BEDI ""5e377e52-1a21-58af-8391-f1a2e28b753a"";"Beschreibung";"Google Cloud";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"50,00";"Steuerbetrag";"0,00";"Leistungsdatum";"06102019";"Kundennummer";"1018";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25092019;;;;;;;;;;0;06102019;06102019;;;;
119,00;"H";"";;;"";70007;4210;"9";0510;"26966";;;"";;"";;;;BEDI ""3beac075-3194-5e42-9e56-6b3a81888dfb"";"Beschreibung";"Factory Works GmbH";"Umsatzsteuerprozent";"19";"Name";"";;;"Nettobetrag";"100,00";"Steuerbetrag";"19,00";"Leistungsdatum";"05102019";"Kundennummer";"1004";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04102019;;;;;;;;;;0;05102019;05102019;;;;
6,34;"H";"";;;"";70008;4925;"";0310;"877-350-0038";;;"Card transaction of 695 USD issued by Gogo   Inflightwifi 87";;"";;;;;"Beschreibung";"Gogo Inflight Wifi";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"6,34";"Steuerbetrag";"0,00";"Leistungsdatum";"03102019";"Kundennummer";"";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03102019;;;;;;;;;;0;03102019;03102019;;;;
90,48;"H";"";;;"";70009;4964;"";0310;"2946-0517";;;"";;"";;;;BEDI ""608d29b9-085c-5672-a60c-d069e0f11d22"";"Beschreibung";"Nylas";"Umsatzsteuerprozent";"0";"Name";"";;;"Nettobetrag";"90,48";"Steuerbetrag";"0,00";"Leistungsdatum";"03102019";"Kundennummer";"1014";;;;"";;;;;;;;"";"";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03102019;;;;;;;;;;0;03102019;03102019;;;;
